ID,Country,NACE_label,Org. type,NACE_section_label,Argument_Type,Argument_Label
7705,Netherlands,"Crop and animal production, hunting and related service activities",Company,"Agriculture, forestry and fishing",5_argument,No arguments
9286,Japan,Warehousing and support activities for transportation,Company,Transportation and storage,5_argument,No arguments
8238,Japan,"Office administrative, office support and other business support activities",Company,Administrative and support service activities,5_argument,No arguments
8508,Germany,Publishing activities,Company,Information and communication,5_argument,No arguments
6269,United States of America,Administrative and support service activities,Company,Administrative and support service activities,5_argument,No arguments
6184,Switzerland,"Office administrative, office support and other business support activities",Industry or trade association,Administrative and support service activities,5_argument,No arguments
8188,"Korea, Republic of","Manufacture of computer, electronic and optical products",Industry or trade association,Manufacturing,5_argument,No arguments
7353,Japan,Telecommunications,Industry or trade association,Information and communication,5_argument,No arguments
4480,Japan,Warehousing and support activities for transportation,Company,Transportation and storage,5_argument,No arguments
4482,Japan,"Other professional, scientific and technical activities",Company,"Professional, scientific and technical activities",5_argument,No arguments
7108,Japan,Warehousing and support activities for transportation,Company,Transportation and storage,5_argument,No arguments
7536,Japan,"Manufacture of computer, electronic and optical products",Company,Manufacturing,5_argument,No arguments
7546,Japan,Activities of membership organisations,Company,Other service activities,5_argument,No arguments
8415,Japan,Land transport and transport via pipelines,Company,Transportation and storage,5_argument,No arguments
8416,Japan,"Manufacture of computer, electronic and optical products",Company,Manufacturing,5_argument,No arguments
8444,Japan,Other manufacturing,Company,Manufacturing,5_argument,No arguments
8488,Japan,Land transport and transport via pipelines,Company,Transportation and storage,5_argument,No arguments
8501,Japan,Land transport and transport via pipelines,Company,Transportation and storage,5_argument,No arguments
8582,Japan,Land transport and transport via pipelines,Company,Transportation and storage,5_argument,No arguments
9109,Japan,Administrative and support service activities,Company,Administrative and support service activities,5_argument,No arguments
9157,Japan,Warehousing and support activities for transportation,Company,Transportation and storage,5_argument,No arguments
9160,Japan,Manufacture of chemicals and chemical products,Company,Manufacturing,5_argument,No arguments
9172,Japan,Land transport and transport via pipelines,Company,Transportation and storage,5_argument,No arguments
9176,Japan,Land transport and transport via pipelines,Company,Transportation and storage,5_argument,No arguments
9182,Japan,unknown,Company,Unknown,5_argument,No arguments
9196,Japan,unknown,Company,Unknown,5_argument,No arguments
9201,Japan,Manufacture of chemicals and chemical products,Company,Manufacturing,5_argument,No arguments
9255,Japan,Warehousing and support activities for transportation,Company,Transportation and storage,5_argument,No arguments
9272,Japan,unknown,Company,Unknown,5_argument,No arguments
9277,Japan,Warehousing and support activities for transportation,Company,Transportation and storage,5_argument,No arguments
9292,Japan,unknown,Company,Unknown,5_argument,No arguments
7976,"Korea, Republic of",Rental and leasing activities,Industry or trade association,Administrative and support service activities,5_argument,No arguments
6447,Switzerland,Repair of computers and personal and household goods,Industry or trade association,Other service activities,5_argument,No arguments
7419,China,Manufacturing,Company,Manufacturing,5_argument,No arguments
7489,"Korea, Republic of",Repair of computers and personal and household goods,Other contributor,Other service activities,5_argument,No arguments
8848,Germany,Activities of membership organisations,Company,Other service activities,5_argument,No arguments
8908,Germany,unknown,Company,Unknown,5_argument,No arguments
8923,United States of America,unknown,Company,Unknown,5_argument,No arguments
8965,Canada,unknown,Company,Unknown,5_argument,No arguments
8966,Germany,Activities of membership organisations,Company,Other service activities,5_argument,No arguments
8973,United Kingdom,"Office administrative, office support and other business support activities",Company,Administrative and support service activities,5_argument,No arguments
9220,Germany,Repair of computers and personal and household goods,Company,Other service activities,5_argument,No arguments
9239,Germany,Administrative and support service activities,Company,Administrative and support service activities,5_argument,No arguments
4431,Germany,"Manufacture of computer, electronic and optical products",Company,Manufacturing,5_argument,No arguments
8131,Netherlands,"Office administrative, office support and other business support activities",Company,Administrative and support service activities,5_argument,No arguments
8429,Sweden,"Office administrative, office support and other business support activities",Company,Administrative and support service activities,5_argument,No arguments
7277,Germany,"Manufacture of computer, electronic and optical products",Company,Manufacturing,5_argument,No arguments
6179,Belgium,"Office administrative, office support and other business support activities",Company,Administrative and support service activities,5_argument,No arguments
6569,Japan,Repair of computers and personal and household goods,Company,Other service activities,5_argument,No arguments
8878,Japan,Administrative and support service activities,Company,Administrative and support service activities,5_argument,No arguments
4236,Germany,Manufacture of other transport equipment,Company,Manufacturing,5_argument,No arguments
3849,Denmark,Information service activities,Company,Information and communication,5_argument,No arguments
3850,Hungary,unknown,Company,Unknown,5_argument,No arguments
6903,Canada,"Manufacture of computer, electronic and optical products",Company,Manufacturing,5_argument,No arguments
8759,Germany,Administrative and support service activities,Company,Administrative and support service activities,5_argument,No arguments
8531,United Kingdom,"Office administrative, office support and other business support activities",Company,Administrative and support service activities,5_argument,No arguments
5072,Sweden,individual,Individual,Unknown,5_argument,No arguments
8729,Norway,Activities of households as employers; undifferentiated goods - and services - producing activities of households for own use,Industry or trade association,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,5_argument,No arguments
8928,United States of America,"Other professional, scientific and technical activities",International NGO,"Professional, scientific and technical activities",5_argument,No arguments
7420,Japan,"Office administrative, office support and other business support activities",Company,Administrative and support service activities,5_argument,No arguments
8325,Germany,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,5_argument,No arguments
8471,Sweden,"Other professional, scientific and technical activities",Company,"Professional, scientific and technical activities",5_argument,No arguments
4469,Sweden,Administrative and support service activities,Company,Administrative and support service activities,5_argument,No arguments
7373,Germany,Repair of computers and personal and household goods,Company,Other service activities,5_argument,No arguments
8675,France,unknown,International organisation,Unknown,5_argument,No arguments
4376,Japan,Activities of households as employers; undifferentiated goods - and services - producing activities of households for own use,Industry or trade association,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,5_argument,No arguments
8535,Austria,Warehousing and support activities for transportation,Other contributor,Transportation and storage,5_argument,No arguments
6262,Belgium,Manufacture of food products,Industry or trade association,Manufacturing,5_argument,No arguments
7651,Austria,"Office administrative, office support and other business support activities",Company,Administrative and support service activities,5_argument,No arguments
4435,Belgium,unknown,Company,Unknown,5_argument,No arguments
7367,Turkey,individual,Individual,Unknown,5_argument,No arguments
6245,Belgium,"Computer programming, consultancy and related activities",Company,Information and communication,5_argument,No arguments
9405,Belgium,Repair of computers and personal and household goods,International NGO,Other service activities,5_argument,No arguments
3924,Germany,individual,Individual,Unknown,5_argument,No arguments
7543,Germany,Public administration and defence; compulsory social security,National Authority,Public administration and defence; compulsory social security,5_argument,No arguments
3854,Germany,"Other professional, scientific and technical activities",Industry or trade association,"Professional, scientific and technical activities",5_argument,No arguments
7966,Germany,"Other professional, scientific and technical activities",Industry or trade association,"Professional, scientific and technical activities",5_argument,No arguments
7968,Germany,unknown,Industry or trade association,Unknown,5_argument,No arguments
8932,Canada,Information service activities,Company,Information and communication,5_argument,No arguments
4520,Germany,"Manufacture of computer, electronic and optical products",Company,Manufacturing,5_argument,No arguments
8284,Germany,Other manufacturing,Company,Manufacturing,5_argument,No arguments
8505,Italy,"Office administrative, office support and other business support activities",Company,Administrative and support service activities,5_argument,No arguments
9496,Sweden,"Office administrative, office support and other business support activities",Industry or trade association,Administrative and support service activities,5_argument,No arguments
5904,United States of America,"Motion picture, video and television programme production, sound recording and music publishing activities",Company,Information and communication,5_argument,No arguments
7120,Germany,Activities of households as employers; undifferentiated goods - and services - producing activities of households for own use,Company,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,5_argument,No arguments
8942,Belgium,Manufacture of basic metals,Company,Manufacturing,5_argument,No arguments
9486,United States of America,unknown,Individual,Unknown,5_argument,No arguments
4289,Germany,Manufacture of rubber and plastic products,Company,Manufacturing,5_argument,No arguments
4489,Germany,Manufacture of electrical equipment,Company,Manufacturing,5_argument,No arguments
4510,Germany,Manufacture of chemicals and chemical products,Company,Manufacturing,5_argument,No arguments
3992,Germany,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Company,Manufacturing,5_argument,No arguments
8279,Germany,"Other professional, scientific and technical activities",International NGO,"Professional, scientific and technical activities",5_argument,No arguments
9463,Netherlands,Manufacture of chemicals and chemical products,Company,Manufacturing,5_argument,No arguments
9481,United States of America,"Other professional, scientific and technical activities",International NGO,"Professional, scientific and technical activities",5_argument,No arguments
9455,United States of America,"Office administrative, office support and other business support activities",Company,Administrative and support service activities,5_argument,No arguments
6125,Austria,Manufacture of coke and refined petroleum products,Company,Manufacturing,5_argument,No arguments
8282,Belgium,Administrative and support service activities,Company,Administrative and support service activities,5_argument,No arguments
8588,Belgium,unknown,Company,Unknown,5_argument,No arguments
8732,Belgium,unknown,Company,Unknown,5_argument,No arguments
7908,Belgium,"Office administrative, office support and other business support activities",Company,Administrative and support service activities,5_argument,No arguments
8359,Belgium,unknown,Company,Unknown,5_argument,No arguments
9578,United States of America,Manufacture of wearing apparel,Company,Manufacturing,5_argument,No arguments
8784,United Kingdom,"Office administrative, office support and other business support activities",Company,Administrative and support service activities,5_argument,No arguments
6108,Belgium,"Office administrative, office support and other business support activities",Industry or trade association,Administrative and support service activities,5_argument,No arguments
7183,Belgium,Administrative and support service activities,Industry or trade association,Administrative and support service activities,5_argument,No arguments
8294,Germany,Activities of households as employers; undifferentiated goods - and services - producing activities of households for own use,Company,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,5_argument,No arguments
8297,France,Activities of households as employers; undifferentiated goods - and services - producing activities of households for own use,Company,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,5_argument,No arguments
8298,Austria,unknown,Company,Unknown,5_argument,No arguments
8301,Netherlands,unknown,Company,Unknown,5_argument,No arguments
8304,Belgium,unknown,Company,Unknown,5_argument,No arguments
8146,Germany,Manufacture of rubber and plastic products,Company,Manufacturing,5_argument,No arguments
8717,Austria,Manufacture of chemicals and chemical products,Industry or trade association,Manufacturing,5_argument,No arguments
6721,Switzerland,Other manufacturing,Company,Manufacturing,5_argument,No arguments
4064,United States of America,Manufacture of chemicals and chemical products,Industry or trade association,Manufacturing,5_argument,No arguments
4065,United States of America,Manufacture of chemicals and chemical products,Industry or trade association,Manufacturing,5_argument,No arguments
4066,United States of America,unknown,Industry or trade association,Unknown,5_argument,No arguments
4063,United States of America,Manufacture of chemicals and chemical products,Industry or trade association,Manufacturing,5_argument,No arguments
8698,Germany,Undifferentiated goods- and services-producing activities of private households for own use,Company,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,5_argument,No arguments
9303,Czech Republic,Administrative and support service activities,Company,Administrative and support service activities,5_argument,No arguments
6211,Czech Republic,"Computer programming, consultancy and related activities",Company,Information and communication,5_argument,No arguments
9487,France,Activities of households as employers; undifferentiated goods - and services - producing activities of households for own use,Company,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,5_argument,No arguments
8684,Germany,Manufacture of chemicals and chemical products,National NGO,Manufacturing,5_argument,No arguments
4605,Japan,"Manufacture of computer, electronic and optical products",Company,Manufacturing,5_argument,No arguments
7936,China,"Office administrative, office support and other business support activities",Company,Administrative and support service activities,5_argument,No arguments
8660,Denmark,"Computer programming, consultancy and related activities",Industry or trade association,Information and communication,5_argument,No arguments
6291,Japan,"Manufacture of computer, electronic and optical products",Company,Manufacturing,5_argument,No arguments
4500,Czech Republic,Printing and reproduction of recorded media,Company,Manufacturing,5_argument,No arguments
6303,Japan,"Manufacture of computer, electronic and optical products",Company,Manufacturing,5_argument,No arguments
6457,Japan,Manufacture of chemicals and chemical products,Company,Manufacturing,5_argument,No arguments
6562,Japan,Manufacture of chemicals and chemical products,Company,Manufacturing,5_argument,No arguments
7933,Japan,Warehousing and support activities for transportation,Company,Transportation and storage,5_argument,No arguments
5986,Japan,"Waste collection, treatment and disposal activities; materials recovery",Company,"Water supply; sewerage, waste management and remediation activities",5_argument,No arguments
9451,United Kingdom,Administrative and support service activities,National Authority,Administrative and support service activities,5_argument,No arguments
7673,United Kingdom,individual,Individual,Unknown,5_argument,No arguments
8750,United Kingdom,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,5_argument,No arguments
7178,Japan,Manufacture of rubber and plastic products,Company,Manufacturing,5_argument,No arguments
7261,Japan,Land transport and transport via pipelines,Company,Transportation and storage,5_argument,No arguments
7660,Japan,"Manufacture of computer, electronic and optical products",Company,Manufacturing,5_argument,No arguments
7815,Japan,"Manufacture of computer, electronic and optical products",Company,Manufacturing,5_argument,No arguments
4554,France,Transporting and storage,Company,Transportation and storage,5_argument,No arguments
7569,Germany,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,5_argument,No arguments
5977,France,Repair of computers and personal and household goods,Company,Other service activities,5_argument,No arguments
5030,Sweden,individual,Individual,Unknown,5_argument,No arguments
5401,Sweden,individual,Individual,Unknown,5_argument,No arguments
5154,Finland,individual,Individual,Unknown,5_argument,No arguments
6304,Belgium,Administrative and support service activities,Company,Administrative and support service activities,5_argument,No arguments
4660,Sweden,individual,Individual,Unknown,5_argument,No arguments
6398,Austria,Repair of computers and personal and household goods,Other contributor,Other service activities,5_argument,No arguments
7494,United States of America,"Manufacture of computer, electronic and optical products",Company,Manufacturing,5_argument,No arguments
8324,Italy,Activities of households as employers; undifferentiated goods - and services - producing activities of households for own use,Company,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,5_argument,No arguments
5559,Sweden,individual,Individual,Unknown,5_argument,No arguments
6728,China,Manufacturing,Company,Manufacturing,5_argument,No arguments
5433,Sweden,individual,Individual,Unknown,5_argument,No arguments
7226,China,individual,Individual,Unknown,5_argument,No arguments
9328,Denmark,Scientific research and development,Company,"Professional, scientific and technical activities",5_argument,No arguments
6056,Germany,Manufacture of chemicals and chemical products,Company,Manufacturing,5_argument,No arguments
9174,Germany,Manufacture of chemicals and chemical products,Industry or trade association,Manufacturing,5_argument,No arguments
6958,China,Manufacturing,Company,Manufacturing,5_argument,No arguments
8741,Germany,"Water collection, treatment and supply",Company,"Water supply; sewerage, waste management and remediation activities",5_argument,No arguments
6819,China,Manufacture of rubber and plastic products,Company,Manufacturing,5_argument,No arguments
5617,Sweden,individual,Individual,Unknown,5_argument,No arguments
4737,Sweden,individual,Individual,Unknown,5_argument,No arguments
6219,Germany,"Motion picture, video and television programme production, sound recording and music publishing activities",Company,Information and communication,5_argument,No arguments
6952,China,Manufacturing,Company,Manufacturing,5_argument,No arguments
4679,Sweden,individual,Individual,Unknown,5_argument,No arguments
7689,Germany,Manufacture of rubber and plastic products,Company,Manufacturing,5_argument,No arguments
7979,France,unknown,Company,Unknown,5_argument,No arguments
7995,France,unknown,Company,Unknown,5_argument,No arguments
8017,Italy,unknown,Company,Unknown,5_argument,No arguments
8034,Italy,Manufacture of rubber and plastic products,Company,Manufacturing,5_argument,No arguments
8561,Spain,unknown,Company,Unknown,5_argument,No arguments
8576,Spain,unknown,Company,Unknown,5_argument,No arguments
7319,Germany,Manufacture of other transport equipment,Company,Manufacturing,5_argument,No arguments
6732,China,Manufacturing,Company,Manufacturing,5_argument,No arguments
6733,China,Manufacturing,Company,Manufacturing,5_argument,No arguments
4405,Netherlands,Manufacture of chemicals and chemical products,Company,Manufacturing,5_argument,No arguments
4404,Netherlands,Manufacture of chemicals and chemical products,Company,Manufacturing,5_argument,No arguments
4406,Netherlands,Manufacture of chemicals and chemical products,Company,Manufacturing,5_argument,No arguments
4407,Netherlands,Manufacture of chemicals and chemical products,Company,Manufacturing,5_argument,No arguments
4403,Netherlands,Manufacture of rubber and plastic products,Company,Manufacturing,5_argument,No arguments
4279,Netherlands,Manufacture of rubber and plastic products,Company,Manufacturing,5_argument,No arguments
4278,Netherlands,Manufacture of rubber and plastic products,Company,Manufacturing,5_argument,No arguments
4277,Netherlands,Manufacture of chemicals and chemical products,Company,Manufacturing,5_argument,No arguments
6301,Germany,Manufacture of other transport equipment,Company,Manufacturing,5_argument,No arguments
4600,Netherlands,Manufacture of chemicals and chemical products,Company,Manufacturing,5_argument,No arguments
7691,Germany,Manufacture of rubber and plastic products,Company,Manufacturing,5_argument,No arguments
7982,France,unknown,Company,Unknown,5_argument,No arguments
7997,France,unknown,Company,Unknown,5_argument,No arguments
8018,Italy,unknown,Company,Unknown,5_argument,No arguments
8036,Italy,unknown,Company,Unknown,5_argument,No arguments
8565,Spain,unknown,Company,Unknown,5_argument,No arguments
8578,Spain,unknown,Company,Unknown,5_argument,No arguments
6011,United Kingdom,Manufacture of textiles,Company,Manufacturing,5_argument,No arguments
7549,Netherlands,Manufacture of chemicals and chemical products,Regional or local authority,Manufacturing,5_argument,No arguments
4717,Sweden,individual,Individual,Unknown,5_argument,No arguments
7248,Italy,"Other professional, scientific and technical activities",Company,"Professional, scientific and technical activities",5_argument,No arguments
6917,China,Manufacture of chemicals and chemical products,Company,Manufacturing,5_argument,No arguments
5376,Sweden,individual,Individual,Unknown,5_argument,No arguments
7844,Germany,Other manufacturing,Industry or trade association,Manufacturing,5_argument,No arguments
7076,China,Manufacture of chemicals and chemical products,Company,Manufacturing,5_argument,No arguments
4124,Austria,Administrative and support service activities,Company,Administrative and support service activities,5_argument,No arguments
7179,Thailand,"Manufacture of computer, electronic and optical products",Company,Manufacturing,5_argument,No arguments
8387,France,Manufacture of basic metals,Company,Manufacturing,5_argument,No arguments
8388,France,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,5_argument,No arguments
8386,France,Manufacture of basic metals,Company,Manufacturing,5_argument,No arguments
6983,Taiwan,individual,Individual,Unknown,5_argument,No arguments
4503,Germany,unknown,Industry or trade association,Unknown,5_argument,No arguments
4534,Germany,Manufacture of chemicals and chemical products,Company,Manufacturing,5_argument,No arguments
7335,Germany,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,5_argument,No arguments
8098,United States of America,"Office administrative, office support and other business support activities",Company,Administrative and support service activities,5_argument,No arguments
6255,United Kingdom,"Computer programming, consultancy and related activities",Academic institution,Information and communication,5_argument,No arguments
6597,Sweden,individual,Individual,Unknown,5_argument,No arguments
5136,Germany,individual,Individual,Unknown,5_argument,No arguments
4994,Sweden,individual,Individual,Unknown,5_argument,No arguments
5555,Sweden,"Other professional, scientific and technical activities",International organisation,"Professional, scientific and technical activities",5_argument,No arguments
9464,Sweden,Manufacture of textiles,Academic institution,Manufacturing,5_argument,No arguments
6610,Japan,"Other professional, scientific and technical activities",Company,"Professional, scientific and technical activities",5_argument,No arguments
9553,United States of America,Manufacture of chemicals and chemical products,National NGO,Manufacturing,5_argument,No arguments
6495,Japan,"Other professional, scientific and technical activities",Company,"Professional, scientific and technical activities",5_argument,No arguments
7320,Japan,"Other professional, scientific and technical activities",Company,"Professional, scientific and technical activities",5_argument,No arguments
6459,Japan,"Other professional, scientific and technical activities",Company,"Professional, scientific and technical activities",5_argument,No arguments
6493,Japan,"Other professional, scientific and technical activities",Company,"Professional, scientific and technical activities",5_argument,No arguments
6494,Japan,"Other professional, scientific and technical activities",Company,"Professional, scientific and technical activities",5_argument,No arguments
6442,Japan,Information service activities,Company,Information and communication,5_argument,No arguments
4951,Sweden,individual,Individual,Unknown,5_argument,No arguments
9299,United States of America,"Computer programming, consultancy and related activities",Company,Information and communication,5_argument,No arguments
9097,Germany,"Manufacture of computer, electronic and optical products",Company,Manufacturing,5_argument,No arguments
9473,Sweden,"Other professional, scientific and technical activities",National Authority,"Professional, scientific and technical activities",5_argument,No arguments
8788,Italy,Repair of computers and personal and household goods,Company,Other service activities,5_argument,No arguments
6698,Germany,"Manufacture of computer, electronic and optical products",Company,Manufacturing,5_argument,No arguments
6297,Switzerland,Manufacture of chemicals and chemical products,Company,Manufacturing,5_argument,No arguments
6576,Netherlands,Repair of computers and personal and household goods,Industry or trade association,Other service activities,5_argument,No arguments
7510,Germany,"Retail trade, except of motor vehicles and motorcycles",Company,Wholesale and retail trade; repair of motor vehicles and motorcycles,5_argument,No arguments
8161,Italy,Repair of computers and personal and household goods,Company,Other service activities,5_argument,No arguments
6536,Germany,Information service activities,Company,Information and communication,5_argument,No arguments
4456,France,"Manufacture of computer, electronic and optical products",Company,Manufacturing,5_argument,No arguments
8222,Germany,unknown,Company,Unknown,5_argument,No arguments
8618,France,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,5_argument,No arguments
8483,Germany,"Motion picture, video and television programme production, sound recording and music publishing activities",Industry or trade association,Information and communication,5_argument,No arguments
8780,Belgium,"Manufacture of computer, electronic and optical products",Industry or trade association,Manufacturing,5_argument,No arguments
8781,Germany,Manufacture of machinery and equipment n.e.c.,Company,Manufacturing,5_argument,No arguments
4397,Germany,"Office administrative, office support and other business support activities",Company,Administrative and support service activities,5_argument,No arguments
4398,Germany,Repair of computers and personal and household goods,Company,Other service activities,5_argument,No arguments
9384,Belgium,Manufacture of chemicals and chemical products,Industry or trade association,Manufacturing,5_argument,No arguments
8102,Switzerland,Administrative and support service activities,Industry or trade association,Administrative and support service activities,5_argument,No arguments
8395,United States of America,"Manufacture of computer, electronic and optical products",Company,Manufacturing,5_argument,No arguments
6745,Belgium,Manufacture of chemicals and chemical products,Company,Manufacturing,5_argument,No arguments
7001,Belgium,Administrative and support service activities,Company,Administrative and support service activities,5_argument,No arguments
7427,Belgium,Programming and broadcasting activities,Company,Information and communication,5_argument,No arguments
9083,United States of America,Manufacture of wearing apparel,Industry or trade association,Manufacturing,5_argument,No arguments
8032,Italy,Telecommunications,Company,Information and communication,5_argument,No arguments
8081,Italy,unknown,Company,Unknown,5_argument,No arguments
7365,Germany,"Motion picture, video and television programme production, sound recording and music publishing activities",Company,Information and communication,5_argument,No arguments
8008,Italy,Telecommunications,Industry or trade association,Information and communication,5_argument,No arguments
8023,Italy,unknown,Company,Unknown,5_argument,No arguments
8027,Germany,Telecommunications,Company,Information and communication,5_argument,No arguments
8028,Italy,unknown,Company,Unknown,5_argument,No arguments
8030,Italy,unknown,Company,Unknown,5_argument,No arguments
8043,Italy,unknown,Company,Unknown,5_argument,No arguments
8049,Italy,unknown,Company,Unknown,5_argument,No arguments
8052,Italy,unknown,Company,Unknown,5_argument,No arguments
8053,Italy,"Motion picture, video and television programme production, sound recording and music publishing activities",Company,Information and communication,5_argument,No arguments
8054,Italy,unknown,Company,Unknown,5_argument,No arguments
8056,Italy,unknown,Company,Unknown,5_argument,No arguments
8059,Italy,unknown,Company,Unknown,5_argument,No arguments
8068,Italy,unknown,Company,Unknown,5_argument,No arguments
8074,Italy,unknown,Company,Unknown,5_argument,No arguments
8084,Italy,unknown,Company,Unknown,5_argument,No arguments
8089,Italy,unknown,Company,Unknown,5_argument,No arguments
8123,Italy,"Motion picture, video and television programme production, sound recording and music publishing activities",Company,Information and communication,5_argument,No arguments
8162,Italy,unknown,Company,Unknown,5_argument,No arguments
8206,Italy,Telecommunications,Company,Information and communication,5_argument,No arguments
8211,Italy,unknown,Company,Unknown,5_argument,No arguments
8254,Italy,unknown,Company,Unknown,5_argument,No arguments
8261,Italy,unknown,Company,Unknown,5_argument,No arguments
8280,Italy,unknown,Industry or trade association,Unknown,5_argument,No arguments
8309,Italy,unknown,Company,Unknown,5_argument,No arguments
8332,Italy,unknown,Company,Unknown,5_argument,No arguments
8338,Italy,unknown,Company,Unknown,5_argument,No arguments
8341,Italy,unknown,Company,Unknown,5_argument,No arguments
8434,Italy,unknown,Company,Unknown,5_argument,No arguments
8435,Italy,unknown,Company,Unknown,5_argument,No arguments
8438,Italy,unknown,Company,Unknown,5_argument,No arguments
8440,Italy,unknown,Company,Unknown,5_argument,No arguments
8461,Italy,unknown,Company,Unknown,5_argument,No arguments
8481,Italy,unknown,Company,Unknown,5_argument,No arguments
8492,Italy,unknown,Company,Unknown,5_argument,No arguments
8523,Italy,unknown,Company,Unknown,5_argument,No arguments
8536,Germany,Telecommunications,Industry or trade association,Information and communication,5_argument,No arguments
8574,Italy,unknown,Company,Unknown,5_argument,No arguments
8589,Italy,unknown,Company,Unknown,5_argument,No arguments
8606,Italy,unknown,Company,Unknown,5_argument,No arguments
8631,Italy,unknown,Company,Unknown,5_argument,No arguments
8654,Italy,unknown,Company,Unknown,5_argument,No arguments
8693,Italy,unknown,Company,Unknown,5_argument,No arguments
8696,Italy,unknown,Company,Unknown,5_argument,No arguments
8699,Italy,unknown,Company,Unknown,5_argument,No arguments
8730,Italy,unknown,Industry or trade association,Unknown,5_argument,No arguments
8737,Italy,unknown,Company,Unknown,5_argument,No arguments
8785,Italy,unknown,Company,Unknown,5_argument,No arguments
8787,Italy,unknown,Company,Unknown,5_argument,No arguments
8795,Italy,unknown,Company,Unknown,5_argument,No arguments
8799,Italy,unknown,Company,Unknown,5_argument,No arguments
8833,Italy,unknown,Company,Unknown,5_argument,No arguments
8834,Italy,unknown,Company,Unknown,5_argument,No arguments
8835,Italy,unknown,Company,Unknown,5_argument,No arguments
8876,Italy,"Motion picture, video and television programme production, sound recording and music publishing activities",Company,Information and communication,5_argument,No arguments
8883,Italy,unknown,Company,Unknown,5_argument,No arguments
9132,Spain,unknown,Company,Unknown,5_argument,No arguments
9133,Spain,unknown,Company,Unknown,5_argument,No arguments
9141,Italy,unknown,Company,Unknown,5_argument,No arguments
9144,Germany,Telecommunications,Company,Information and communication,5_argument,No arguments
9155,Germany,unknown,Company,Unknown,5_argument,No arguments
9163,Italy,unknown,Company,Unknown,5_argument,No arguments
9169,Netherlands,"Motion picture, video and television programme production, sound recording and music publishing activities",Company,Information and communication,5_argument,No arguments
9199,Italy,unknown,Company,Unknown,5_argument,No arguments
9242,Italy,unknown,Industry or trade association,Unknown,5_argument,No arguments
9449,Italy,unknown,Company,Unknown,5_argument,No arguments
9529,Italy,unknown,Company,Unknown,5_argument,No arguments
7122,Belgium,Manufacture of textiles,Company,Manufacturing,5_argument,No arguments
7330,Germany,"Manufacture of fabricated metal products, except machinery and equipment",Company,Manufacturing,5_argument,No arguments
6474,Italy,Publishing activities,Company,Information and communication,5_argument,No arguments
8377,Austria,"Motion picture, video and television programme production, sound recording and music publishing activities",International organisation,Information and communication,5_argument,No arguments
8432,Germany,"Other professional, scientific and technical activities",Company,"Professional, scientific and technical activities",5_argument,No arguments
8802,Netherlands,"Manufacture of computer, electronic and optical products",Company,Manufacturing,5_argument,No arguments
8031,Italy,"Motion picture, video and television programme production, sound recording and music publishing activities",Company,Information and communication,5_argument,No arguments
8063,Italy,unknown,Company,Unknown,5_argument,No arguments
8459,Italy,"Motion picture, video and television programme production, sound recording and music publishing activities",Company,Information and communication,5_argument,No arguments
8721,Italy,unknown,Company,Unknown,5_argument,No arguments
9480,United States of America,Activities of membership organisations,Company,Other service activities,5_argument,No arguments
4604,Germany,"Manufacture of computer, electronic and optical products",Company,Manufacturing,5_argument,No arguments
6167,Germany,Manufacture of rubber and plastic products,Company,Manufacturing,5_argument,No arguments
6526,Germany,Other mining and quarrying,Company,Mining and quarrying,5_argument,No arguments
6612,Germany,Manufacture of rubber and plastic products,Company,Manufacturing,5_argument,No arguments
9325,Germany,unknown,Company,Unknown,5_argument,No arguments
4619,Germany,Repair of computers and personal and household goods,Company,Other service activities,5_argument,No arguments
4268,Switzerland,"Office administrative, office support and other business support activities",Company,Administrative and support service activities,5_argument,No arguments
4420,Switzerland,Activities of households as employers; undifferentiated goods - and services - producing activities of households for own use,Company,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,5_argument,No arguments
8225,Switzerland,Activities of households as employers; undifferentiated goods - and services - producing activities of households for own use,Company,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,5_argument,No arguments
7015,Luxembourg,Administrative and support service activities,Company,Administrative and support service activities,5_argument,No arguments
9288,Slovenia,"Motion picture, video and television programme production, sound recording and music publishing activities",Industry or trade association,Information and communication,5_argument,No arguments
8085,Austria,Repair of computers and personal and household goods,Other contributor,Other service activities,5_argument,No arguments
9254,Japan,"Office administrative, office support and other business support activities",Company,Administrative and support service activities,5_argument,No arguments
9171,Switzerland,Telecommunications,Academic institution,Information and communication,5_argument,No arguments
4337,Germany,Manufacture of other transport equipment,Company,Manufacturing,5_argument,No arguments
